rank,rank_change,rank_trend,company_name_category,visitor_reviews,blog_reviews,n1,n2,n3,sum,visitor_reviews_change,blog_reviews_change,n1_change,n2_change,n3_change
1,0,2,화이트드림치과의원 서울 강남점,2010,4121,0.393421,0.50354,0.426464,1.323425,6,14,-0.000008,0.001454,0.000107
2,1,1,티유치과의원,2305,5545,0.393421,0.499744,0.426177,1.319342,1,13,-0.000008,0.00139,0.000102
3,1,3,고르다치과의원 강남점,1514,7338,0.393421,0.499623,0.426168,1.319212,7,31,-0.000008,0.000518,0.000036
4,0,2,뉴엔치과의원,1523,3436,0.393421,0.4914,0.425547,1.310368,1,15,-0.000008,0.000873,0.000063
5,1,1,서울리마치과의원,1413,3506,0.393421,0.474019,0.424236,1.291676,3,32,-0.000008,0.004885,0.000366
6,1,3,오늘의치과의원 강남,149,2321,0.393421,0.47349,0.424196,1.291107,1,48,-0.000008,0.001889,0.00014
7,1,1,하루플란트치과의원,692,1369,0.393421,0.468938,0.423852,1.286211,-,-,-0.000008,0.005859,0.000439
8,1,3,퍼펙트치과의원 강남,1251,7347,0.393421,0.467905,0.423774,1.2851,1,33,-0.000008,0.001365,0.0001
9,0,2,이살리는치과의원 신논현역점,89,985,0.393421,0.41157,0.419523,1.224514,6,28,-0.000008,0.006617,0.000497
10,0,2,똑똑플란트치과의원,2226,1616,0.393421,0.39726,0.418443,1.209124,1,-,-0.000008,-0.000189,-0.000017
11,1,1,젊어지는치과의원,780,2514,0.393421,0.389783,0.417878,1.201082,-,12,-0.000008,0.005811,0.000435
12,1,3,사랑이아프니구강악안면외과치과의원 강남점,2009,102,0.393376,0.389614,0.417848,1.200838,-,1,-0.000007,0.00226,0.000167
13,0,2,더뉴치과의원,521,1665,0.393421,0.34484,0.414486,1.152747,-,-,-0.000008,-0.001543,-0.00012
14,0,2,강남레옹치과의원,1667,1344,0.393421,0.342439,0.414305,1.150165,1,-,-0.000008,0.000123,0.000006
15,0,2,옥스치과의원,220,1551,0.393376,0.324152,0.412908,1.130436,-,3,-0.000007,-0.000862,-0.000068
16,1,1,미소라움치과의원,177,1080,0.393421,0.321557,0.412729,1.127707,-,-1,-0.000008,0.001613,0.000119
17,1,3,에이티에이치과의원,1083,913,0.393421,0.319641,0.412585,1.125647,-,-1,-0.000008,-0.002078,-0.000159
18,0,2,미소드림치과의원,857,2385,0.393421,0.311539,0.411973,1.116933,-,-,-0.000008,0.000221,0.000014
19,1,1,원데이치과의원 제3관,217,78,0.393421,0.303926,0.411399,1.108746,1,-,-0.000008,0.001023,0.000075
20,1,3,킹콩치과의원,798,1065,0.393421,0.301538,0.411218,1.106177,-,-,-0.000008,-0.002013,-0.000155
21,0,2,에버스마일치과교정과치과의원,180,624,0.393421,0.292625,0.410546,1.096592,-,-,-0.000008,-0.001254,-0.000097
22,0,2,아인스치과교정과치과의원,654,1136,0.393421,0.291971,0.410496,1.095888,-,2,-0.000008,0.003117,0.000232
23,0,2,연세퍼스트구강내과치과의원,762,329,0.393376,0.286138,0.410039,1.089553,1,-,-0.000007,0.000229,0.000015
24,0,2,스타28치과의원,222,390,0.393421,0.284483,0.409931,1.087835,-,-,-0.000008,0.001814,0.000134
25,0,2,연세유라인치과의원 강남역점,478,3031,0.393376,0.280644,0.409624,1.083644,-,-,-0.000007,0.001675,0.000123
26,2,1,원데이치과의원 제1관,1251,498,0.393421,0.274093,0.409147,1.076661,1,-,-0.000008,0.002036,0.000151
27,1,3,원진치과의원 강남,703,463,0.393421,0.273372,0.409093,1.075886,-,-,-0.000008,-0.000752,-0.000059
28,1,3,포샤르치과의원,496,148,0.393421,0.272558,0.409031,1.07501,-,-,-0.000008,-0.000369,-0.000031
29,1,1,포스유치과의원,104,145,0.393421,0.264753,0.408442,1.066616,-,-,-0.000008,-0.001573,-0.000122
30,1,3,서울페이스21치과병원,195,228,0.393421,0.264035,0.408388,1.065844,-,-,-0.000008,-0.00445,-0.000339
31,3,1,강남루덴치과의원,506,645,0.393376,0.263528,0.408332,1.065236,1,-,-0.000007,0.002118,0.000157
32,1,3,황순정 구강악안면외과 치과의원,127,252,0.393376,0.262798,0.408277,1.064451,-,1,-0.000007,-0.001781,-0.000138
33,1,3,맥스구강악안면외과치과의원,181,165,0.393376,0.262606,0.408263,1.064245,-,-,-0.000007,-0.00081,-0.000064
34,1,3,강남새로치과의원,462,579,0.393421,0.262018,0.408236,1.063675,-,-,-0.000008,0.000513,0.000036
