date,year,month,day,day_of_week,data_type,channel_code,channel_name,channel_count,page_visits,booking_requests
2024-10-01,2024,10,1,Tuesday,channel,,플레이스목록,1,1,1
2024-10-02,2024,10,2,Wednesday,channel,,지도,2,3,5
2024-10-02,2024,10,2,Wednesday,channel,,플레이스목록,1,3,5
2024-10-03,2024,10,3,Thursday,channel,,기타,1,1,0
2024-10-04,2024,10,4,Friday,channel,,플레이스목록,1,1,0
2024-10-05,2024,10,5,Saturday,channel,,지도,1,2,0
2024-10-05,2024,10,5,Saturday,channel,,플레이스목록,1,2,0
2024-10-06,2024,10,6,Sunday,channel,,기타,1,1,0
2024-10-07,2024,10,7,Monday,channel,,지도,2,4,4
2024-10-07,2024,10,7,Monday,channel,,기타,1,4,4
2024-10-07,2024,10,7,Monday,channel,,플레이스목록,1,4,4
2024-10-08,2024,10,8,Tuesday,channel,,기타,1,2,2
2024-10-08,2024,10,8,Tuesday,channel,,플레이스상세,1,2,2
2024-10-09,2024,10,9,Wednesday,summary,,,0,0,0
2024-10-10,2024,10,10,Thursday,channel,,지도,2,2,3
2024-10-11,2024,10,11,Friday,channel,,기타,1,2,1
2024-10-11,2024,10,11,Friday,channel,,지도,1,2,1
2024-10-12,2024,10,12,Saturday,channel,,기타,1,1,1
2024-10-13,2024,10,13,Sunday,channel,,플레이스목록,1,1,0
2024-10-14,2024,10,14,Monday,channel,,기타,1,3,0
2024-10-14,2024,10,14,Monday,channel,,외부서비스,1,3,0
2024-10-14,2024,10,14,Monday,channel,,지도,1,3,0
2024-10-15,2024,10,15,Tuesday,channel,,플레이스목록,2,4,4
2024-10-15,2024,10,15,Tuesday,channel,,지도,1,4,4
2024-10-15,2024,10,15,Tuesday,channel,,플레이스상세,1,4,4
2024-10-16,2024,10,16,Wednesday,summary,,,0,0,0
2024-10-17,2024,10,17,Thursday,channel,,플레이스목록,2,6,5
2024-10-17,2024,10,17,Thursday,channel,,기타,1,6,5
2024-10-17,2024,10,17,Thursday,channel,,외부서비스,1,6,5
2024-10-17,2024,10,17,Thursday,channel,,지도,1,6,5
2024-10-17,2024,10,17,Thursday,channel,,네이버기타,1,6,5
2024-10-18,2024,10,18,Friday,channel,,플레이스목록,2,3,1
2024-10-18,2024,10,18,Friday,channel,,지도,1,3,1
2024-10-19,2024,10,19,Saturday,summary,,,0,0,0
2024-10-20,2024,10,20,Sunday,channel,,플레이스목록,2,4,1
2024-10-20,2024,10,20,Sunday,channel,,지도,1,4,1
2024-10-20,2024,10,20,Sunday,channel,,플레이스상세,1,4,1
2024-10-21,2024,10,21,Monday,channel,,지도,2,4,3
2024-10-21,2024,10,21,Monday,channel,,플레이스목록,2,4,3
2024-10-22,2024,10,22,Tuesday,channel,,플레이스목록,2,5,2
2024-10-22,2024,10,22,Tuesday,channel,,외부서비스,1,5,2
2024-10-22,2024,10,22,Tuesday,channel,,지도,1,5,2
2024-10-22,2024,10,22,Tuesday,channel,,네이버기타,1,5,2
2024-10-23,2024,10,23,Wednesday,channel,,플레이스목록,2,2,2
2024-10-24,2024,10,24,Thursday,channel,,기타,1,3,0
2024-10-24,2024,10,24,Thursday,channel,,외부서비스,1,3,0
2024-10-24,2024,10,24,Thursday,channel,,플레이스목록,1,3,0
2024-10-25,2024,10,25,Friday,channel,,지도,2,3,1
2024-10-25,2024,10,25,Friday,channel,,플레이스목록,1,3,1
2024-10-26,2024,10,26,Saturday,channel,,지도,1,3,1
2024-10-26,2024,10,26,Saturday,channel,,플레이스상세,1,3,1
2024-10-26,2024,10,26,Saturday,channel,,플레이스목록,1,3,1
2024-10-27,2024,10,27,Sunday,summary,,,0,0,0
2024-10-28,2024,10,28,Monday,channel,,지도,1,2,3
2024-10-28,2024,10,28,Monday,channel,,플레이스목록,1,2,3
2024-10-29,2024,10,29,Tuesday,channel,,플레이스목록,1,1,0
2024-10-30,2024,10,30,Wednesday,channel,,지도,2,4,1
2024-10-30,2024,10,30,Wednesday,channel,,외부서비스,1,4,1
2024-10-30,2024,10,30,Wednesday,channel,,플레이스목록,1,4,1
2024-10-31,2024,10,31,Thursday,channel,,지도,1,2,2
2024-10-31,2024,10,31,Thursday,channel,,플레이스목록,1,2,2
2024-11-01,2024,11,1,Friday,channel,,외부서비스,1,2,1
2024-11-01,2024,11,1,Friday,channel,,지도,1,2,1
2024-11-02,2024,11,2,Saturday,channel,,외부서비스,1,2,0
2024-11-02,2024,11,2,Saturday,channel,,지도,1,2,0
2024-11-03,2024,11,3,Sunday,channel,,기타,1,3,3
2024-11-03,2024,11,3,Sunday,channel,,지도,1,3,3
2024-11-03,2024,11,3,Sunday,channel,,플레이스목록,1,3,3
2024-11-04,2024,11,4,Monday,channel,,기타,1,2,2
2024-11-04,2024,11,4,Monday,channel,,지도,1,2,2
2024-11-05,2024,11,5,Tuesday,summary,,,0,0,0
2024-11-06,2024,11,6,Wednesday,summary,,,0,0,1
2024-11-07,2024,11,7,Thursday,channel,,플레이스목록,1,1,0
2024-11-08,2024,11,8,Friday,channel,,플레이스상세,1,1,1
2024-11-09,2024,11,9,Saturday,channel,,지도,1,1,1
2024-11-10,2024,11,10,Sunday,channel,,플레이스목록,1,1,0
2024-11-11,2024,11,11,Monday,channel,,지도,1,2,2
2024-11-11,2024,11,11,Monday,channel,,플레이스목록,1,2,2
2024-11-12,2024,11,12,Tuesday,channel,,지도,1,1,0
2024-11-13,2024,11,13,Wednesday,channel,,지도,2,4,1
2024-11-13,2024,11,13,Wednesday,channel,,플레이스목록,2,4,1
2024-11-14,2024,11,14,Thursday,channel,,기타,1,3,1
2024-11-14,2024,11,14,Thursday,channel,,지도,1,3,1
2024-11-14,2024,11,14,Thursday,channel,,플레이스상세,1,3,1
2024-11-15,2024,11,15,Friday,channel,,플레이스목록,2,2,2
2024-11-16,2024,11,16,Saturday,channel,,기타,1,2,2
2024-11-16,2024,11,16,Saturday,channel,,플레이스목록,1,2,2
2024-11-17,2024,11,17,Sunday,summary,,,0,0,0
2024-11-18,2024,11,18,Monday,channel,,지도,2,3,2
2024-11-18,2024,11,18,Monday,channel,,플레이스목록,1,3,2
2024-11-19,2024,11,19,Tuesday,channel,,플레이스목록,1,1,1
2024-11-20,2024,11,20,Wednesday,summary,,,0,0,0
2024-11-21,2024,11,21,Thursday,channel,,외부서비스,1,2,0
2024-11-21,2024,11,21,Thursday,channel,,지도,1,2,0
2024-11-22,2024,11,22,Friday,channel,,지도,1,1,1
2024-11-23,2024,11,23,Saturday,summary,,,0,0,0
2024-11-24,2024,11,24,Sunday,summary,,,0,0,0
2024-11-25,2024,11,25,Monday,channel,,기타,1,1,0
2024-11-26,2024,11,26,Tuesday,channel,,기타,1,3,0
2024-11-26,2024,11,26,Tuesday,channel,,지도,1,3,0
2024-11-26,2024,11,26,Tuesday,channel,,플레이스목록,1,3,0
2024-11-27,2024,11,27,Wednesday,channel,,기타,1,2,0
2024-11-27,2024,11,27,Wednesday,channel,,플레이스목록,1,2,0
2024-11-28,2024,11,28,Thursday,channel,,플레이스목록,1,1,0
2024-11-29,2024,11,29,Friday,channel,,플레이스목록,2,4,1
2024-11-29,2024,11,29,Friday,channel,,외부서비스,1,4,1
2024-11-29,2024,11,29,Friday,channel,,지도,1,4,1
2024-11-30,2024,11,30,Saturday,summary,,,0,0,0
2024-12-01,2024,12,1,Sunday,channel,,지도,2,2,0
2024-12-02,2024,12,2,Monday,channel,,기타,1,3,2
2024-12-02,2024,12,2,Monday,channel,,지도,1,3,2
2024-12-02,2024,12,2,Monday,channel,,플레이스목록,1,3,2
2024-12-03,2024,12,3,Tuesday,channel,,플레이스목록,2,2,2
2024-12-04,2024,12,4,Wednesday,channel,,지도,1,3,3
2024-12-04,2024,12,4,Wednesday,channel,,플레이스목록,1,3,3
2024-12-04,2024,12,4,Wednesday,channel,,플레이스광고,1,3,3
2024-12-05,2024,12,5,Thursday,channel,,지도,1,2,2
2024-12-05,2024,12,5,Thursday,channel,,플레이스목록,1,2,2
2024-12-06,2024,12,6,Friday,channel,,플레이스목록,2,3,2
2024-12-06,2024,12,6,Friday,channel,,기타,1,3,2
2024-12-07,2024,12,7,Saturday,summary,,,0,0,0
2024-12-08,2024,12,8,Sunday,channel,,플레이스상세,1,2,1
2024-12-08,2024,12,8,Sunday,channel,,플레이스목록,1,2,1
2024-12-09,2024,12,9,Monday,channel,,기타,1,1,0
2024-12-10,2024,12,10,Tuesday,channel,,플레이스목록,1,1,0
2024-12-11,2024,12,11,Wednesday,channel,,지도,1,1,1
2024-12-12,2024,12,12,Thursday,channel,,지도,2,2,1
2024-12-13,2024,12,13,Friday,channel,,플레이스목록,2,3,2
2024-12-13,2024,12,13,Friday,channel,,플레이스상세,1,3,2
2024-12-14,2024,12,14,Saturday,summary,,,0,0,0
2024-12-15,2024,12,15,Sunday,channel,,지도,1,1,0
2024-12-16,2024,12,16,Monday,channel,,지도,1,2,0
2024-12-16,2024,12,16,Monday,channel,,플레이스목록,1,2,0
2024-12-17,2024,12,17,Tuesday,summary,,,0,0,0
2024-12-18,2024,12,18,Wednesday,channel,,지도,1,1,1
2024-12-19,2024,12,19,Thursday,channel,,블로그,1,2,2
2024-12-19,2024,12,19,Thursday,channel,,플레이스목록,1,2,2
2024-12-20,2024,12,20,Friday,channel,,기타,1,2,1
2024-12-20,2024,12,20,Friday,channel,,지도,1,2,1
2024-12-21,2024,12,21,Saturday,channel,,기타,1,1,0
2024-12-22,2024,12,22,Sunday,summary,,,0,0,0
2024-12-23,2024,12,23,Monday,channel,,기타,1,1,0
2024-12-24,2024,12,24,Tuesday,channel,,기타,1,1,0
2024-12-25,2024,12,25,Wednesday,channel,,지도,1,1,1
2024-12-26,2024,12,26,Thursday,summary,,,0,0,0
2024-12-27,2024,12,27,Friday,channel,,플레이스목록,2,4,0
2024-12-27,2024,12,27,Friday,channel,,지도,1,4,0
2024-12-27,2024,12,27,Friday,channel,,플레이스상세,1,4,0
2024-12-28,2024,12,28,Saturday,channel,,기타,1,2,1
2024-12-28,2024,12,28,Saturday,channel,,지도,1,2,1
2024-12-29,2024,12,29,Sunday,summary,,,0,0,0
2024-12-30,2024,12,30,Monday,channel,,지도,1,1,1
2024-12-31,2024,12,31,Tuesday,channel,,플레이스목록,1,1,1
2025-01-01,2025,1,1,Wednesday,channel,,지도,1,2,1
2025-01-01,2025,1,1,Wednesday,channel,,플레이스목록,1,2,1
2025-01-02,2025,1,2,Thursday,summary,,,0,0,0
2025-01-03,2025,1,3,Friday,channel,,지도,1,2,1
2025-01-03,2025,1,3,Friday,channel,,플레이스목록,1,2,1
2025-01-04,2025,1,4,Saturday,channel,,플레이스광고,1,1,1
2025-01-05,2025,1,5,Sunday,channel,,플레이스광고,1,1,0
2025-01-06,2025,1,6,Monday,channel,,지도,1,2,1
2025-01-06,2025,1,6,Monday,channel,,플레이스목록,1,2,1
2025-01-07,2025,1,7,Tuesday,channel,,지도,1,2,1
2025-01-07,2025,1,7,Tuesday,channel,,플레이스목록,1,2,1
2025-01-08,2025,1,8,Wednesday,channel,,플레이스목록,1,1,1
2025-01-09,2025,1,9,Thursday,channel,,플레이스목록,1,1,1
2025-01-10,2025,1,10,Friday,channel,,플레이스목록,1,1,0
2025-01-11,2025,1,11,Saturday,channel,,플레이스목록,1,1,0
2025-01-12,2025,1,12,Sunday,summary,,,0,0,0
2025-01-13,2025,1,13,Monday,channel,,플레이스목록,2,4,3
2025-01-13,2025,1,13,Monday,channel,,네이버기타,1,4,3
2025-01-13,2025,1,13,Monday,channel,,플레이스광고,1,4,3
2025-01-14,2025,1,14,Tuesday,channel,,플레이스목록,1,1,2
2025-01-15,2025,1,15,Wednesday,channel,,지도,1,3,2
2025-01-15,2025,1,15,Wednesday,channel,,플레이스상세,1,3,2
2025-01-15,2025,1,15,Wednesday,channel,,플레이스목록,1,3,2
2025-01-16,2025,1,16,Thursday,channel,,기타,1,4,2
2025-01-16,2025,1,16,Thursday,channel,,지도,1,4,2
2025-01-16,2025,1,16,Thursday,channel,,블로그,1,4,2
2025-01-16,2025,1,16,Thursday,channel,,플레이스목록,1,4,2
2025-01-17,2025,1,17,Friday,channel,,기타,1,2,0
2025-01-17,2025,1,17,Friday,channel,,블로그,1,2,0
2025-01-18,2025,1,18,Saturday,channel,,기타,1,1,0
2025-01-19,2025,1,19,Sunday,channel,,플레이스목록,1,1,0
2025-01-20,2025,1,20,Monday,channel,,지도,1,2,0
2025-01-20,2025,1,20,Monday,channel,,플레이스목록,1,2,0
2025-01-21,2025,1,21,Tuesday,channel,,플레이스목록,1,1,0
2025-01-22,2025,1,22,Wednesday,channel,,지도,1,2,0
2025-01-22,2025,1,22,Wednesday,channel,,플레이스목록,1,2,0
2025-01-23,2025,1,23,Thursday,channel,,외부서비스,1,3,1
2025-01-23,2025,1,23,Thursday,channel,,플레이스상세,1,3,1
2025-01-23,2025,1,23,Thursday,channel,,플레이스목록,1,3,1
2025-01-24,2025,1,24,Friday,channel,,지도,1,1,0
2025-01-25,2025,1,25,Saturday,summary,,,0,0,0
2025-01-26,2025,1,26,Sunday,channel,,지도,1,1,0
2025-01-27,2025,1,27,Monday,channel,,플레이스상세,1,2,1
2025-01-27,2025,1,27,Monday,channel,,플레이스목록,1,2,1
2025-01-28,2025,1,28,Tuesday,summary,,,0,0,0
2025-01-29,2025,1,29,Wednesday,channel,,플레이스목록,1,1,0
2025-01-30,2025,1,30,Thursday,channel,,플레이스목록,1,1,1
2025-01-31,2025,1,31,Friday,channel,,지도,1,2,1
2025-01-31,2025,1,31,Friday,channel,,플레이스목록,1,2,1
2025-02-01,2025,2,1,Saturday,channel,,지도,1,3,3
2025-02-01,2025,2,1,Saturday,channel,,플레이스상세,1,3,3
2025-02-01,2025,2,1,Saturday,channel,,플레이스목록,1,3,3
2025-02-02,2025,2,2,Sunday,channel,,플레이스목록,1,1,0
2025-02-03,2025,2,3,Monday,channel,,지도,1,3,0
2025-02-03,2025,2,3,Monday,channel,,플레이스목록,1,3,0
2025-02-03,2025,2,3,Monday,channel,,플레이스광고,1,3,0
2025-02-04,2025,2,4,Tuesday,channel,,지도,2,4,1
2025-02-04,2025,2,4,Tuesday,channel,,외부서비스,1,4,1
2025-02-04,2025,2,4,Tuesday,channel,,플레이스목록,1,4,1
2025-02-05,2025,2,5,Wednesday,channel,,지도,1,2,2
2025-02-05,2025,2,5,Wednesday,channel,,플레이스목록,1,2,2
2025-02-06,2025,2,6,Thursday,channel,,플레이스목록,2,2,1
2025-02-07,2025,2,7,Friday,channel,,플레이스목록,2,3,1
2025-02-07,2025,2,7,Friday,channel,,기타,1,3,1
2025-02-08,2025,2,8,Saturday,channel,,플레이스목록,1,2,1
2025-02-08,2025,2,8,Saturday,channel,,PC플랫폼,1,2,1
2025-02-09,2025,2,9,Sunday,channel,,플레이스상세,1,2,0
2025-02-09,2025,2,9,Sunday,channel,,플레이스목록,1,2,0
2025-02-10,2025,2,10,Monday,channel,,플레이스목록,2,3,1
2025-02-10,2025,2,10,Monday,channel,,지도,1,3,1
2025-02-11,2025,2,11,Tuesday,channel,,플레이스목록,2,2,2
2025-02-12,2025,2,12,Wednesday,channel,,플레이스목록,2,3,1
2025-02-12,2025,2,12,Wednesday,channel,,기타,1,3,1
2025-02-13,2025,2,13,Thursday,channel,,플레이스목록,2,3,4
2025-02-13,2025,2,13,Thursday,channel,,지도,1,3,4
2025-02-14,2025,2,14,Friday,channel,,지도,2,4,1
2025-02-14,2025,2,14,Friday,channel,,플레이스상세,1,4,1
2025-02-14,2025,2,14,Friday,channel,,플레이스목록,1,4,1
2025-02-15,2025,2,15,Saturday,channel,,지도,1,2,0
2025-02-15,2025,2,15,Saturday,channel,,플레이스목록,1,2,0
2025-02-16,2025,2,16,Sunday,channel,,플레이스목록,1,1,0
2025-02-17,2025,2,17,Monday,channel,,지도,2,5,0
2025-02-17,2025,2,17,Monday,channel,,플레이스목록,2,5,0
2025-02-17,2025,2,17,Monday,channel,,기타,1,5,0
2025-02-18,2025,2,18,Tuesday,channel,,지도,1,2,1
2025-02-18,2025,2,18,Tuesday,channel,,플레이스목록,1,2,1
2025-02-19,2025,2,19,Wednesday,channel,,지도,2,3,0
2025-02-19,2025,2,19,Wednesday,channel,,플레이스목록,1,3,0
2025-02-20,2025,2,20,Thursday,channel,,플레이스목록,1,1,0
2025-02-21,2025,2,21,Friday,channel,,플레이스목록,2,2,2
2025-02-22,2025,2,22,Saturday,summary,,,0,0,0
2025-02-23,2025,2,23,Sunday,channel,,플레이스목록,1,1,0
2025-02-24,2025,2,24,Monday,channel,,지도,1,1,0
2025-02-25,2025,2,25,Tuesday,channel,,지도,1,1,1
2025-02-26,2025,2,26,Wednesday,channel,,PC플랫폼,2,3,3
2025-02-26,2025,2,26,Wednesday,channel,,플레이스목록,1,3,3
2025-02-27,2025,2,27,Thursday,channel,,플레이스목록,1,2,0
2025-02-27,2025,2,27,Thursday,channel,,PC플랫폼,1,2,0
2025-02-28,2025,2,28,Friday,channel,,지도,1,2,1
2025-02-28,2025,2,28,Friday,channel,,플레이스목록,1,2,1
2025-03-01,2025,3,1,Saturday,channel,,지도,1,2,0
2025-03-01,2025,3,1,Saturday,channel,,플레이스목록,1,2,0
2025-03-02,2025,3,2,Sunday,summary,,,0,0,0
2025-03-03,2025,3,3,Monday,summary,,,0,0,0
2025-03-04,2025,3,4,Tuesday,channel,,기타,1,2,0
2025-03-04,2025,3,4,Tuesday,channel,,지도,1,2,0
2025-03-05,2025,3,5,Wednesday,channel,,지도,1,2,2
2025-03-05,2025,3,5,Wednesday,channel,,플레이스목록,1,2,2
2025-03-06,2025,3,6,Thursday,channel,,플레이스목록,1,1,1
2025-03-07,2025,3,7,Friday,channel,,지도,1,2,0
2025-03-07,2025,3,7,Friday,channel,,플레이스목록,1,2,0
2025-03-08,2025,3,8,Saturday,channel,,지도,1,2,0
2025-03-08,2025,3,8,Saturday,channel,,플레이스목록,1,2,0
2025-03-09,2025,3,9,Sunday,channel,,지도,1,2,0
2025-03-09,2025,3,9,Sunday,channel,,플레이스목록,1,2,0
2025-03-10,2025,3,10,Monday,channel,,플레이스상세,1,2,0
2025-03-10,2025,3,10,Monday,channel,,플레이스목록,1,2,0
2025-03-11,2025,3,11,Tuesday,channel,,플레이스목록,2,2,0
2025-03-12,2025,3,12,Wednesday,channel,,플레이스목록,1,1,0
2025-03-13,2025,3,13,Thursday,channel,,플레이스목록,1,1,0
2025-03-14,2025,3,14,Friday,channel,,플레이스목록,1,1,1
2025-03-15,2025,3,15,Saturday,channel,,플레이스상세,1,2,0
2025-03-15,2025,3,15,Saturday,channel,,플레이스목록,1,2,0
