rank,rank_change,rank_trend,company_name_category,visitor_reviews,blog_reviews,n1,n2,n3,sum,visitor_reviews_change,blog_reviews_change,n1_change,n2_change,n3_change
1,0,2,동탄센트럴치과병원,565,4757,0.33134,0.490465,0.49108,1.312885,6,384,0.019447,-0.005165,0.007748
2,0,2,동탄하나로치과의원,699,2194,0.33134,0.47577,0.489971,1.297081,6,186,0.019447,0.007032,0.008669
3,0,2,이즈치과의원,1383,4469,0.33134,0.474118,0.489846,1.295304,3,119,0.019447,0.008926,0.008812
4,4,1,동탄키움치과의원,386,2235,0.33134,0.456382,0.488508,1.27623,7,148,0.019447,0.031413,0.010509
5,1,1,서울굿플란트치과의원,319,3148,0.33134,0.452743,0.488233,1.272316,4,306,0.019447,0.006589,0.008635
6,1,3,플란치과의원 경기 동탄점,745,2928,0.33134,0.450332,0.488051,1.269723,4,376,0.019447,0.00334,0.00839
7,0,2,동탄주치과의원,638,3124,0.33134,0.439514,0.487235,1.258089,-2,-4,0.019447,-0.002973,0.007914
8,1,1,채움치과의원 동탄,533,2148,0.33134,0.429213,0.486457,1.24701,-,255,0.019447,0.027397,0.010206
9,5,3,서울베스트치과의원 동탄점,960,2893,0.33134,0.427225,0.486307,1.244872,3,166,0.019447,-0.027531,0.00606
10,2,1,동탄리즈치과의원,606,1392,0.33134,0.42596,0.486212,1.243512,12,160,0.019447,0.036716,0.010909
11,0,2,병점맥스치과의원,24,704,0.33134,0.373005,0.482215,1.18656,-,52,0.019447,-0.018643,0.006731
12,2,3,연세참예쁜치과교정과치과의원 동탄,714,1735,0.33134,0.372468,0.482175,1.185983,3,-1,0.019447,-0.019703,0.006651
13,0,2,이루다소아치과의원,1027,87,0.33134,0.358625,0.48113,1.171095,1,-,0.019447,-0.002109,0.007979
14,2,1,서울포인트치과의원,166,763,0.33134,0.338466,0.479609,1.149415,-,52,0.019447,0.007789,0.008727
15,2,1,연세윤손치과의원,724,464,0.33134,0.332493,0.479158,1.142991,4,2,0.019447,0.011336,0.008994
16,1,3,더새로운치과의원,721,1738,0.33134,0.329017,0.478895,1.139252,-,117,0.019447,-0.00689,0.007618
17,1,1,연세바로치과교정과치과의원,1401,57,0.33134,0.321593,0.478335,1.131268,5,-,0.019447,0.002221,0.008306
18,4,3,마이플란트치과의원 동탄,400,717,0.33134,0.31632,0.477937,1.125597,-,1,0.019447,-0.023748,0.006346
19,0,2,동탄아이소망치과소아치과의원,777,739,0.33134,0.311625,0.477583,1.120548,32,-,0.019447,-0.000316,0.008115
20,12,1,바른이턱치과의원 동탄점,686,995,0.33134,0.308851,0.477373,1.117564,4,46,0.019447,0.037665,0.01098
21,2,1,동탄CL치과의원,1003,66,0.33134,0.308172,0.477322,1.116834,4,-,0.019447,0.021914,0.009792
22,4,1,연세선이고은치과의원,503,531,0.33134,0.299851,0.476694,1.107885,-,2,0.019447,0.0174,0.009451
23,3,3,내이튼치과의원,357,267,0.33134,0.294222,0.476269,1.101831,9,-,0.019447,-0.003958,0.007839
24,3,1,첫번째치과의원,580,195,0.33134,0.29101,0.476027,1.098377,10,1,0.019447,0.010368,0.008921
25,3,3,동탄역예나치과교정과치과의원,603,184,0.33134,0.290212,0.475967,1.097519,13,6,0.019447,-0.005314,0.007737
26,2,1,서울아이미래치과의원,217,68,0.33134,0.290179,0.475964,1.097483,-,-,0.019447,0.013102,0.009127
27,2,3,로덴치과의원,507,17,0.331294,0.289199,0.475873,1.096366,-,-,0.019447,0.005866,0.008581
28,9,1,디유치과의원,1033,569,0.33134,0.398348,0.475566,1.205254,11,207,0.019447,0.023991,0.009949
29,8,3,동탄365바름치과의원,461,497,0.33134,0.282859,0.475412,1.089611,4,-1,0.019447,-0.012834,0.00717
30,1,3,벗치과의원,269,1104,0.33134,0.282481,0.475383,1.089204,-,-,0.019447,0.006184,0.008605
31,7,3,동탄꿈의치과의원,481,345,0.33134,0.279956,0.475193,1.086489,1,-,0.019447,-0.003626,0.007865
32,1,1,꿈꾸는 소아치과의원,399,17,0.33134,0.273964,0.474741,1.080045,1,-,0.019447,0.004523,0.00848
33,7,1,미래꿈나무쥬니어치과의원,287,34,0.331294,0.273917,0.47472,1.079931,1,-,0.019447,0.01565,0.00932
34,7,1,서울키즈치과의원,280,22,0.33134,0.270654,0.474491,1.076485,-1,-,0.019447,0.013316,0.009144
35,10,1,메타폴리스치과의원,704,19,0.33134,0.268795,0.47435,1.074485,12,3,0.019447,0.013882,0.009186
36,6,1,동탄서울에스치과의원,764,42,0.33134,0.267427,0.474247,1.073014,2,-,0.019447,0.011236,0.008986
37,2,3,동탄어린이치과의원,356,13,0.33134,0.266525,0.474179,1.072044,1,-,0.019447,0.002424,0.008321
38,8,3,동탄연세원구강악안면외과치과의원,665,340,0.33134,0.265469,0.474099,1.070908,2,-,0.019447,-0.00989,0.007392
39,0,2,서울라미플란트치과교정과치과의원,1249,545,0.33134,0.263588,0.473957,1.068885,2,2,0.019447,0.00484,0.008503
40,11,1,서울안지연치과교정과치과의원,281,159,0.33134,0.25968,0.473662,1.064682,-,-,0.019447,0.01686,0.00941
41,7,3,동탄스타치과의원,409,62,0.33134,0.259076,0.473617,1.064033,1,-,0.019447,-0.009648,0.00741
42,5,1,삼성바른치과의원,287,293,0.33134,0.258031,0.473538,1.062909,-,1,0.019447,0.006079,0.008597
