date,year,month,day,day_of_week,data_type,channel_code,channel_name,channel_count,page_visits,booking_requests
2024-09-01,2024,9,1,Sunday,channel,,지도,2,5,9
2024-09-01,2024,9,1,Sunday,channel,,블로그,1,5,9
2024-09-01,2024,9,1,Sunday,channel,,네이버기타,1,5,9
2024-09-01,2024,9,1,Sunday,channel,,플레이스상세,1,5,9
2024-09-02,2024,9,2,Monday,channel,,지도,2,5,7
2024-09-02,2024,9,2,Monday,channel,,네이버기타,1,5,7
2024-09-02,2024,9,2,Monday,channel,,플레이스상세,1,5,7
2024-09-02,2024,9,2,Monday,channel,,플레이스광고,1,5,7
2024-09-03,2024,9,3,Tuesday,channel,,기타,1,5,1
2024-09-03,2024,9,3,Tuesday,channel,,네이버기타,1,5,1
2024-09-03,2024,9,3,Tuesday,channel,,플레이스상세,1,5,1
2024-09-03,2024,9,3,Tuesday,channel,,플레이스목록,1,5,1
2024-09-03,2024,9,3,Tuesday,channel,,플레이스광고,1,5,1
2024-09-04,2024,9,4,Wednesday,channel,,지도,2,7,6
2024-09-04,2024,9,4,Wednesday,channel,,외부서비스,1,7,6
2024-09-04,2024,9,4,Wednesday,channel,,블로그,1,7,6
2024-09-04,2024,9,4,Wednesday,channel,,네이버기타,1,7,6
2024-09-04,2024,9,4,Wednesday,channel,,플레이스상세,1,7,6
2024-09-04,2024,9,4,Wednesday,channel,,플레이스광고,1,7,6
2024-09-05,2024,9,5,Thursday,channel,,지도,2,3,2
2024-09-05,2024,9,5,Thursday,channel,,네이버기타,1,3,2
2024-09-06,2024,9,6,Friday,channel,,지도,2,5,2
2024-09-06,2024,9,6,Friday,channel,,기타,1,5,2
2024-09-06,2024,9,6,Friday,channel,,네이버기타,1,5,2
2024-09-06,2024,9,6,Friday,channel,,플레이스목록,1,5,2
2024-09-07,2024,9,7,Saturday,channel,,지도,2,6,2
2024-09-07,2024,9,7,Saturday,channel,,블로그,1,6,2
2024-09-07,2024,9,7,Saturday,channel,,네이버기타,1,6,2
2024-09-07,2024,9,7,Saturday,channel,,플레이스상세,1,6,2
2024-09-07,2024,9,7,Saturday,channel,,플레이스목록,1,6,2
2024-09-08,2024,9,8,Sunday,channel,,기타,1,4,7
2024-09-08,2024,9,8,Sunday,channel,,지도,1,4,7
2024-09-08,2024,9,8,Sunday,channel,,네이버기타,1,4,7
2024-09-08,2024,9,8,Sunday,channel,,플레이스상세,1,4,7
2024-09-09,2024,9,9,Monday,channel,,지도,2,6,1
2024-09-09,2024,9,9,Monday,channel,,기타,1,6,1
2024-09-09,2024,9,9,Monday,channel,,네이버기타,1,6,1
2024-09-09,2024,9,9,Monday,channel,,플레이스상세,1,6,1
2024-09-09,2024,9,9,Monday,channel,,플레이스목록,1,6,1
2024-09-10,2024,9,10,Tuesday,channel,,지도,2,7,2
2024-09-10,2024,9,10,Tuesday,channel,,기타,1,7,2
2024-09-10,2024,9,10,Tuesday,channel,,외부서비스,1,7,2
2024-09-10,2024,9,10,Tuesday,channel,,네이버기타,1,7,2
2024-09-10,2024,9,10,Tuesday,channel,,플레이스목록,1,7,2
